month,year,location,stringency_index
7,2022,Kuwait,11.11
7,2022,Kyrgyzstan,33.33
7,2022,Laos,42.32
7,2022,Lebanon,26.85
7,2022,Macao,73.15
7,2022,Malaysia,14.43
7,2022,Maldives,
7,2022,Mongolia,11.11
7,2022,Myanmar,58.73
7,2022,Nepal,25.39
7,2022,North Korea,
7,2022,Northern Cyprus,
7,2022,Oman,11.11
7,2022,Pakistan,41.69
7,2022,Palestine,22.22
7,2022,Philippines,30.58
7,2022,Qatar,32.56
7,2022,Saudi Arabia,11.11
7,2022,Singapore,28.31
7,2022,South Korea,13.89
7,2022,Sri Lanka,26.86
7,2022,Syria,29.63
7,2022,Taiwan,26.85
7,2022,Tajikistan,8.33
7,2022,Thailand,24.07
7,2022,Timor,15.22
7,2022,Turkey,11.11
7,2022,Turkmenistan,
7,2022,United Arab Emirates,41.67
7,2022,Uzbekistan,11.11
7,2022,Vietnam,25.93
7,2022,Yemen,11.11
8,2020,Afghanistan,78.7
8,2020,Armenia,
8,2020,Azerbaijan,93.52
8,2020,Bahrain,69.44
8,2020,Bangladesh,80.09
8,2020,Bhutan,97.22
8,2020,Brunei,40.74
8,2020,Cambodia,55.56
8,2020,China,78.24
8,2020,Georgia,57.41
8,2020,Hong Kong,66.67
8,2020,India,85.65
8,2020,Indonesia,62.5
8,2020,Iran,61.57
8,2020,Iraq,96.3
8,2020,Israel,52.78
8,2020,Japan,34.26
8,2020,Jordan,60.19
8,2020,Kazakhstan,80.56
8,2020,Kuwait,74.07
8,2020,Kyrgyzstan,79.17
8,2020,Laos,36.11
8,2020,Lebanon,75.93
8,2020,Macao,23.15
8,2020,Malaysia,64.81
8,2020,Maldives,
8,2020,Mongolia,60.19
8,2020,Myanmar,81.48
8,2020,Nepal,90.74
8,2020,North Korea,
8,2020,Oman,94.44
8,2020,Pakistan,66.67
8,2020,Palestine,83.33
8,2020,Philippines,79.63
8,2020,Qatar,77.78
8,2020,Saudi Arabia,71.3
8,2020,Singapore,56.48
8,2020,South Korea,53.24
8,2020,Sri Lanka,44.44
8,2020,Syria,69.44
8,2020,Taiwan,23.15
8,2020,Tajikistan,53.7
8,2020,Thailand,52.78
8,2020,Timor,29.63
8,2020,Turkey,48.15
8,2020,United Arab Emirates,56.48
8,2020,Uzbekistan,73.15
8,2020,Vietnam,79.63
8,2020,Yemen,31.48
8,2021,Afghanistan,52.31
8,2021,Armenia,
8,2021,Azerbaijan,60.45
8,2021,Bahrain,47.37
8,2021,Bangladesh,93.52
8,2021,Bhutan,72.22
8,2021,Brunei,76.85
8,2021,Cambodia,83.33
8,2021,China,70.83
8,2021,Georgia,50.93
8,2021,Hong Kong,65.74
8,2021,India,74.54
8,2021,Indonesia,71.55
8,2021,Iran,74.54
8,2021,Iraq,75.93
8,2021,Israel,52.29
8,2021,Japan,52.31
8,2021,Jordan,57.41
8,2021,Kazakhstan,79.17
8,2021,Kuwait,60.28
8,2021,Kyrgyzstan,57.41
8,2021,Laos,53.7
8,2021,Lebanon,65.32
8,2021,Macao,31.48
8,2021,Malaysia,85.19
8,2021,Maldives,
8,2021,Mongolia,61.11
8,2021,Myanmar,66.2
8,2021,Nepal,70.37
8,2021,North Korea,
8,2021,Northern Cyprus,
8,2021,Oman,66.67
8,2021,Pakistan,70.29
8,2021,Palestine,87.04
8,2021,Philippines,78.66
8,2021,Qatar,48.39
8,2021,Saudi Arabia,57.92
8,2021,Singapore,50.93
8,2021,South Korea,50.93
8,2021,Sri Lanka,83.33
8,2021,Syria,37.04
8,2021,Taiwan,62.04
8,2021,Tajikistan,35.19
8,2021,Thailand,75.93
8,2021,Timor,71.56
8,2021,Turkey,55.56
8,2021,Turkmenistan,
8,2021,United Arab Emirates,59.81
8,2021,Uzbekistan,71.3
8,2021,Vietnam,79.17
8,2021,Yemen,37.96
8,2022,Afghanistan,11.11
8,2022,Armenia,
8,2022,Azerbaijan,44.77
8,2022,Bahrain,11.11
8,2022,Bangladesh,13.89
8,2022,Bhutan,16.67
8,2022,Brunei,13.97
8,2022,Cambodia,20.37
8,2022,China,79.17
8,2022,Georgia,11.11
8,2022,Hong Kong,47.14
8,2022,India,37.04
8,2022,Indonesia,29.96
8,2022,Iran,54.0
8,2022,Iraq,41.43
8,2022,Israel,14.81
8,2022,Japan,37.52
8,2022,Jordan,14.81
8,2022,Kazakhstan,5.56
8,2022,Kuwait,11.11
8,2022,Kyrgyzstan,33.33
8,2022,Laos,42.32
8,2022,Lebanon,26.85
8,2022,Macao,73.15
8,2022,Malaysia,11.11
8,2022,Maldives,
8,2022,Mongolia,11.11
8,2022,Myanmar,54.63
8,2022,Nepal,25.13
8,2022,North Korea,
8,2022,Northern Cyprus,
8,2022,Oman,11.11
8,2022,Pakistan,41.04
8,2022,Palestine,22.22
8,2022,Philippines,30.48
8,2022,Qatar,32.26
8,2022,Saudi Arabia,11.11
8,2022,Singapore,28.3
8,2022,South Korea,13.89
8,2022,Sri Lanka,26.85
8,2022,Syria,29.63
8,2022,Taiwan,26.85
8,2022,Tajikistan,8.33
8,2022,Thailand,29.63
8,2022,Timor,15.16
8,2022,Turkey,11.11
8,2022,Turkmenistan,
8,2022,United Arab Emirates,41.67
8,2022,Uzbekistan,5.56
8,2022,Vietnam,25.93
8,2022,Yemen,5.56
9,2020,Afghanistan,28.7
9,2020,Armenia,
9,2020,Azerbaijan,85.19
9,2020,Bahrain,63.89
9,2020,Bangladesh,80.09
9,2020,Bhutan,92.13
9,2020,Brunei,37.96
9,2020,Cambodia,52.78
9,2020,China,81.94
9,2020,Georgia,67.59
9,2020,Hong Kong,66.67
9,2020,India,85.65
9,2020,Indonesia,72.69
9,2020,Iran,60.19
9,2020,Iraq,84.26
9,2020,Israel,85.19
9,2020,Japan,35.19
9,2020,Jordan,70.37
9,2020,Kazakhstan,80.56
9,2020,Kuwait,74.07
9,2020,Kyrgyzstan,69.91
9,2020,Laos,36.11
9,2020,Lebanon,75.93
9,2020,Macao,23.15
9,2020,Malaysia,66.2
9,2020,Maldives,
9,2020,Mongolia,56.48
9,2020,Myanmar,81.48
9,2020,Nepal,82.41
9,2020,North Korea,
9,2020,Oman,86.11
9,2020,Pakistan,47.69
9,2020,Palestine,87.04
9,2020,Philippines,67.13
9,2020,Qatar,64.81
9,2020,Saudi Arabia,60.19
9,2020,Singapore,56.48
9,2020,South Korea,60.19
9,2020,Sri Lanka,29.63
9,2020,Syria,53.24
9,2020,Taiwan,23.15
9,2020,Tajikistan,45.37
9,2020,Thailand,50.0
9,2020,Timor,29.63
9,2020,Turkey,73.61
9,2020,United Arab Emirates,54.63
9,2020,Uzbekistan,49.07
9,2020,Vietnam,81.02
9,2020,Yemen,33.33
9,2021,Afghanistan,42.59
9,2021,Armenia,
9,2021,Azerbaijan,61.38
9,2021,Bahrain,33.45
9,2021,Bangladesh,50.93
9,2021,Bhutan,62.96
9,2021,Brunei,76.85
9,2021,Cambodia,81.48
9,2021,China,76.39
9,2021,Georgia,50.93
9,2021,Hong Kong,59.26
9,2021,India,69.34
9,2021,Indonesia,73.66
9,2021,Iran,74.54
9,2021,Iraq,75.93
9,2021,Israel,52.21
9,2021,Japan,52.31
9,2021,Jordan,23.15
9,2021,Kazakhstan,79.17
9,2021,Kuwait,53.43
9,2021,Kyrgyzstan,49.07
9,2021,Laos,75.46
9,2021,Lebanon,65.74
9,2021,Macao,62.04
9,2021,Malaysia,69.6
9,2021,Maldives,
9,2021,Mongolia,53.7
9,2021,Myanmar,71.3
9,2021,Nepal,52.31
9,2021,North Korea,
9,2021,Northern Cyprus,
9,2021,Oman,63.54
9,2021,Pakistan,70.62
9,2021,Palestine,87.04
9,2021,Philippines,78.49
9,2021,Qatar,52.0
9,2021,Saudi Arabia,64.24
9,2021,Singapore,47.33
9,2021,South Korea,49.16
9,2021,Sri Lanka,80.56
9,2021,Syria,37.04
9,2021,Taiwan,49.07
9,2021,Tajikistan,29.63
9,2021,Thailand,55.09
9,2021,Timor,58.49
9,2021,Turkey,45.45
9,2021,Turkmenistan,
9,2021,United Arab Emirates,42.13
9,2021,Uzbekistan,61.11
9,2021,Vietnam,74.54
9,2021,Yemen,35.19
9,2022,Afghanistan,11.11
9,2022,Armenia,
9,2022,Azerbaijan,44.77
9,2022,Bahrain,11.11
9,2022,Bangladesh,13.89
9,2022,Bhutan,11.11
9,2022,Brunei,13.92
9,2022,Cambodia,20.37
9,2022,China,75.46
9,2022,Georgia,5.56
9,2022,Hong Kong,48.89
9,2022,India,37.04
9,2022,Indonesia,29.96
9,2022,Iran,53.97
9,2022,Iraq,41.41
9,2022,Israel,14.81
9,2022,Japan,37.51
9,2022,Jordan,11.11
9,2022,Kazakhstan,5.56
9,2022,Kuwait,11.11
9,2022,Kyrgyzstan,33.33
9,2022,Laos,42.04
9,2022,Lebanon,26.85
9,2022,Macao,37.96
9,2022,Malaysia,11.11
9,2022,Maldives,
9,2022,Mongolia,11.11
9,2022,Myanmar,54.63
9,2022,Nepal,23.38
9,2022,North Korea,
9,2022,Northern Cyprus,
9,2022,Oman,11.11
9,2022,Pakistan,40.6
9,2022,Palestine,13.89
9,2022,Philippines,30.41
9,2022,Qatar,32.24
9,2022,Saudi Arabia,11.11
9,2022,Singapore,18.66
9,2022,South Korea,13.89
9,2022,Sri Lanka,26.85
9,2022,Syria,26.85
9,2022,Taiwan,26.85
9,2022,Tajikistan,8.33
9,2022,Thailand,29.63
9,2022,Timor,15.13
9,2022,Turkey,11.11
9,2022,Turkmenistan,
9,2022,United Arab Emirates,41.67
9,2022,Uzbekistan,5.56
9,2022,Vietnam,25.93
9,2022,Yemen,5.56
10,2020,Afghanistan,28.7
10,2020,Armenia,
10,2020,Azerbaijan,69.91
10,2020,Bahrain,60.19
10,2020,Bangladesh,80.09
10,2020,Bhutan,77.78
10,2020,Brunei,35.19
10,2020,Cambodia,45.37
10,2020,China,81.94
10,2020,Georgia,61.11
10,2020,Hong Kong,51.85
10,2020,India,73.61
10,2020,Indonesia,72.69
10,2020,Iran,70.83
10,2020,Iraq,66.67
10,2020,Israel,85.19
10,2020,Japan,35.19
10,2020,Jordan,81.48
10,2020,Kazakhstan,78.7
10,2020,Kuwait,74.07
10,2020,Kyrgyzstan,64.35
10,2020,Laos,36.11
10,2020,Lebanon,70.37
10,2020,Macao,23.15
10,2020,Malaysia,65.74
10,2020,Maldives,
10,2020,Mongolia,42.59
10,2020,Myanmar,81.02
10,2020,Nepal,76.85
10,2020,North Korea,
10,2020,Oman,86.11
10,2020,Pakistan,67.13
10,2020,Palestine,82.41
10,2020,Philippines,68.98
10,2020,Qatar,64.81
10,2020,Saudi Arabia,57.41
10,2020,Singapore,50.93
10,2020,South Korea,65.74
10,2020,Sri Lanka,34.26
10,2020,Syria,42.13
10,2020,Taiwan,23.15
10,2020,Tajikistan,42.59
10,2020,Thailand,47.22
10,2020,Timor,33.33
10,2020,Turkey,71.76
10,2020,United Arab Emirates,54.63
10,2020,Uzbekistan,43.52
10,2020,Vietnam,58.33
10,2020,Yemen,33.33
10,2021,Afghanistan,38.89
10,2021,Armenia,
10,2021,Azerbaijan,65.6
10,2021,Bahrain,23.92
10,2021,Bangladesh,43.52
10,2021,Bhutan,61.11
10,2021,Brunei,76.85
10,2021,Cambodia,77.78
10,2021,China,76.39
10,2021,Georgia,47.22
10,2021,Hong Kong,59.26
10,2021,India,62.92
10,2021,Indonesia,67.94
10,2021,Iran,74.54
10,2021,Iraq,75.93
10,2021,Israel,52.02
10,2021,Japan,47.22
10,2021,Jordan,23.15
10,2021,Kazakhstan,71.3
10,2021,Kuwait,51.85
10,2021,Kyrgyzstan,49.07
10,2021,Laos,75.0
10,2021,Lebanon,40.74
10,2021,Macao,62.04
10,2021,Malaysia,66.22
10,2021,Maldives,
10,2021,Mongolia,37.04
10,2021,Myanmar,90.74
10,2021,Nepal,38.89
10,2021,North Korea,
10,2021,Northern Cyprus,
10,2021,Oman,49.36
10,2021,Pakistan,48.82
10,2021,Palestine,52.78
10,2021,Philippines,78.65
10,2021,Qatar,51.97
10,2021,Saudi Arabia,60.82
10,2021,Singapore,47.3
10,2021,South Korea,44.35
10,2021,Sri Lanka,71.3
10,2021,Syria,60.65
10,2021,Taiwan,52.78
10,2021,Tajikistan,29.63
10,2021,Thailand,60.65
10,2021,Timor,46.3
10,2021,Turkey,42.52
10,2021,Turkmenistan,
10,2021,United Arab Emirates,40.74
10,2021,Uzbekistan,48.15
10,2021,Vietnam,71.76
10,2021,Yemen,32.41
10,2022,Afghanistan,5.56
10,2022,Armenia,
10,2022,Azerbaijan,40.35
10,2022,Bahrain,11.11
10,2022,Bangladesh,13.89
10,2022,Bhutan,5.56
10,2022,Brunei,11.11
10,2022,Cambodia,17.59
10,2022,China,69.91
10,2022,Georgia,5.56
10,2022,Hong Kong,48.83
10,2022,India,37.04
10,2022,Indonesia,29.92
10,2022,Iran,53.95
10,2022,Iraq,41.39
10,2022,Israel,14.81
10,2022,Japan,31.48
10,2022,Jordan,11.11
10,2022,Kazakhstan,5.56
10,2022,Kuwait,11.11
10,2022,Kyrgyzstan,11.11
10,2022,Laos,42.04
10,2022,Lebanon,26.85
10,2022,Macao,45.37
10,2022,Malaysia,11.11
10,2022,Maldives,
10,2022,Mongolia,11.11
10,2022,Myanmar,40.74
10,2022,Nepal,22.64
10,2022,North Korea,
10,2022,Northern Cyprus,
10,2022,Oman,11.11
10,2022,Pakistan,40.46
10,2022,Palestine,11.11
10,2022,Philippines,30.35
10,2022,Qatar,32.18
10,2022,Saudi Arabia,11.11
10,2022,Singapore,18.65
10,2022,South Korea,11.11
10,2022,Sri Lanka,22.22
10,2022,Syria,13.89
10,2022,Taiwan,24.07
10,2022,Tajikistan,8.33
10,2022,Thailand,5.56
10,2022,Timor,15.12
10,2022,Turkey,11.11
10,2022,United Arab Emirates,36.11
10,2022,Uzbekistan,5.56
10,2022,Vietnam,25.93
10,2022,Yemen,5.56
11,2020,Afghanistan,12.04
11,2020,Armenia,
11,2020,Azerbaijan,69.91
11,2020,Bahrain,54.63
11,2020,Bangladesh,80.09
11,2020,Bhutan,77.78
11,2020,Brunei,35.19
11,2020,Cambodia,70.37
11,2020,China,81.94
11,2020,Georgia,84.26
11,2020,Hong Kong,68.52
11,2020,India,68.98
11,2020,Indonesia,64.35
11,2020,Iran,72.69
11,2020,Iraq,51.85
11,2020,Israel,65.74
11,2020,Japan,37.04
11,2020,Jordan,81.48
11,2020,Kazakhstan,69.91
11,2020,Kuwait,71.3
11,2020,Kyrgyzstan,55.09
11,2020,Laos,33.33
11,2020,Lebanon,87.04
11,2020,Macao,23.15
11,2020,Malaysia,80.09
11,2020,Maldives,
11,2020,Mongolia,85.19
11,2020,Myanmar,79.63
11,2020,Nepal,63.89
11,2020,North Korea,
11,2020,Oman,42.59
11,2020,Pakistan,64.35
11,2020,Palestine,68.06
11,2020,Philippines,68.98
11,2020,Qatar,64.81
11,2020,Saudi Arabia,53.7
11,2020,Singapore,50.93
11,2020,South Korea,57.87
11,2020,Sri Lanka,55.09
11,2020,Syria,44.91
11,2020,Taiwan,23.15
11,2020,Tajikistan,42.59
11,2020,Thailand,50.0
11,2020,Timor,27.78
11,2020,Turkey,66.2
11,2020,United Arab Emirates,49.07
11,2020,Uzbekistan,39.81
11,2020,Vietnam,61.11
11,2020,Yemen,16.67
11,2021,Afghanistan,27.78
11,2021,Armenia,
11,2021,Azerbaijan,61.16
11,2021,Bahrain,23.79
11,2021,Bangladesh,40.27
11,2021,Bhutan,53.24
11,2021,Brunei,76.85
11,2021,Cambodia,68.47
11,2021,China,70.83
11,2021,Georgia,50.0
11,2021,Hong Kong,55.56
11,2021,India,57.72
11,2021,Indonesia,61.76
11,2021,Iran,69.91
11,2021,Iraq,68.52
11,2021,Israel,51.91
11,2021,Japan,47.22
11,2021,Jordan,34.26
11,2021,Kazakhstan,71.3
11,2021,Kuwait,51.85
11,2021,Kyrgyzstan,49.07
11,2021,Laos,83.62
11,2021,Lebanon,40.74
11,2021,Macao,37.96
11,2021,Malaysia,57.96
11,2021,Maldives,
11,2021,Mongolia,37.04
11,2021,Myanmar,85.19
11,2021,Nepal,38.89
11,2021,North Korea,
11,2021,Northern Cyprus,
11,2021,Oman,50.19
11,2021,Pakistan,42.96
11,2021,Palestine,52.78
11,2021,Philippines,78.38
11,2021,Qatar,52.46
11,2021,Saudi Arabia,46.87
11,2021,Singapore,42.89
11,2021,South Korea,43.28
11,2021,Sri Lanka,58.33
11,2021,Syria,60.65
11,2021,Taiwan,41.67
11,2021,Tajikistan,29.63
11,2021,Thailand,60.65
11,2021,Timor,46.3
11,2021,Turkey,36.91
11,2021,Turkmenistan,
11,2021,United Arab Emirates,46.3
11,2021,Uzbekistan,41.67
11,2021,Vietnam,71.76
11,2021,Yemen,32.41
11,2022,Afghanistan,5.56
11,2022,Armenia,
11,2022,Azerbaijan,40.35
11,2022,Bahrain,11.11
11,2022,Bangladesh,13.89
11,2022,Bhutan,0.0
11,2022,Brunei,11.11
11,2022,Cambodia,14.81
11,2022,China,79.17
11,2022,Georgia,5.56
11,2022,Hong Kong,42.32
11,2022,India,37.04
11,2022,Indonesia,32.19
11,2022,Iran,53.94
11,2022,Iraq,41.38
11,2022,Israel,14.81
11,2022,Japan,31.48
11,2022,Jordan,0.0
11,2022,Kazakhstan,5.56
11,2022,Kuwait,11.11
11,2022,Kyrgyzstan,11.11
11,2022,Laos,44.2
11,2022,Lebanon,16.67
11,2022,Macao,39.81
11,2022,Malaysia,11.11
11,2022,Maldives,
11,2022,Mongolia,11.11
11,2022,Myanmar,40.74
11,2022,Nepal,22.09
11,2022,North Korea,
11,2022,Northern Cyprus,
11,2022,Oman,11.11
11,2022,Pakistan,40.38
11,2022,Palestine,11.11
11,2022,Philippines,25.42
11,2022,Qatar,11.11
11,2022,Saudi Arabia,11.11
11,2022,Singapore,17.59
11,2022,South Korea,11.11
11,2022,Sri Lanka,25.93
11,2022,Syria,13.89
11,2022,Taiwan,21.3
11,2022,Tajikistan,8.33
11,2022,Thailand,5.56
11,2022,Timor,20.64
11,2022,Turkey,11.11
11,2022,United Arab Emirates,13.89
11,2022,Uzbekistan,5.56
11,2022,Vietnam,23.15
11,2022,Yemen,5.56
12,2020,Afghanistan,12.04
12,2020,Armenia,
12,2020,Azerbaijan,84.26
12,2020,Bahrain,54.63
12,2020,Bangladesh,80.09
12,2020,Bhutan,81.94
12,2020,Brunei,35.19
12,2020,Cambodia,70.37
12,2020,China,81.94
12,2020,Georgia,84.26
12,2020,Hong Kong,71.3
12,2020,India,68.98
12,2020,Indonesia,68.06
12,2020,Iran,72.69
12,2020,Iraq,53.7
12,2020,Israel,82.41
12,2020,Japan,45.37
12,2020,Jordan,81.48
12,2020,Kazakhstan,75.0
12,2020,Kuwait,71.3
12,2020,Kyrgyzstan,50.46
12,2020,Laos,29.63
12,2020,Lebanon,87.04
12,2020,Macao,23.15
12,2020,Malaysia,80.09
12,2020,Maldives,
12,2020,Mongolia,85.19
12,2020,Myanmar,75.93
12,2020,Nepal,60.19
12,2020,North Korea,
12,2020,Oman,48.15
12,2020,Pakistan,64.35
12,2020,Palestine,68.06
12,2020,Philippines,68.98
12,2020,Qatar,64.81
12,2020,Saudi Arabia,56.48
12,2020,Singapore,50.93
12,2020,South Korea,68.98
12,2020,Sri Lanka,78.24
12,2020,Syria,39.35
12,2020,Taiwan,19.44
12,2020,Tajikistan,42.59
12,2020,Thailand,63.89
12,2020,Timor,52.78
12,2020,Turkey,80.09
12,2020,United Arab Emirates,49.07
12,2020,Uzbekistan,42.59
12,2020,Vietnam,55.09
12,2020,Yemen,27.78
12,2021,Afghanistan,27.78
12,2021,Armenia,
12,2021,Azerbaijan,60.33
12,2021,Bahrain,31.38
12,2021,Bangladesh,40.14
12,2021,Bhutan,53.24
12,2021,Brunei,76.85
12,2021,Cambodia,56.4
12,2021,China,79.17
12,2021,Georgia,45.08
12,2021,Hong Kong,55.56
12,2021,India,68.64
12,2021,Indonesia,66.76
12,2021,Iran,65.28
12,2021,Iraq,68.52
12,2021,Israel,49.08
12,2021,Japan,47.22
12,2021,Jordan,34.26
12,2021,Kazakhstan,71.3
12,2021,Kuwait,39.18
12,2021,Kyrgyzstan,47.22
12,2021,Laos,71.3
12,2021,Lebanon,42.59
12,2021,Macao,32.41
12,2021,Malaysia,54.62
12,2021,Maldives,
12,2021,Mongolia,40.28
12,2021,Myanmar,80.56
12,2021,Nepal,38.89
12,2021,North Korea,
12,2021,Northern Cyprus,
12,2021,Oman,50.19
12,2021,Pakistan,49.17
12,2021,Palestine,30.56
12,2021,Philippines,67.71
12,2021,Qatar,52.46
12,2021,Saudi Arabia,45.64
12,2021,Singapore,42.81
12,2021,South Korea,46.4
12,2021,Sri Lanka,58.33
12,2021,Syria,37.96
12,2021,Taiwan,20.37
12,2021,Tajikistan,29.63
12,2021,Thailand,43.52
12,2021,Timor,40.95
12,2021,Turkey,36.07
12,2021,Turkmenistan,
12,2021,United Arab Emirates,54.63
12,2021,Uzbekistan,44.44
12,2021,Vietnam,70.83
12,2021,Yemen,26.85
12,2022,Afghanistan,2.78
12,2022,Armenia,
12,2022,Azerbaijan,40.35
12,2022,Bahrain,11.11
12,2022,Bangladesh,13.89
12,2022,Bhutan,0.0
12,2022,Brunei,11.11
12,2022,Cambodia,14.81
12,2022,China,71.76
12,2022,Georgia,5.56
12,2022,Hong Kong,42.29
12,2022,India,34.26
12,2022,Indonesia,32.16
12,2022,Iran,53.94
12,2022,Iraq,41.37
12,2022,Israel,14.81
12,2022,Japan,31.48
12,2022,Jordan,0.0
12,2022,Kazakhstan,5.56
12,2022,Kuwait,11.11
12,2022,Kyrgyzstan,11.11
12,2022,Laos,44.2
12,2022,Lebanon,16.67
12,2022,Macao,39.81
12,2022,Malaysia,11.11
12,2022,Maldives,
12,2022,Mongolia,11.11
12,2022,Myanmar,40.74
12,2022,Nepal,21.74
12,2022,North Korea,
12,2022,Northern Cyprus,
12,2022,Oman,
12,2022,Pakistan,40.32
12,2022,Palestine,11.11
12,2022,Philippines,25.41
12,2022,Qatar,11.11
12,2022,Saudi Arabia,11.11
12,2022,Singapore,17.59
12,2022,South Korea,11.11
12,2022,Sri Lanka,19.44
12,2022,Syria,11.11
12,2022,Taiwan,21.3
12,2022,Tajikistan,8.33
12,2022,Thailand,5.56
12,2022,Timor,20.6
12,2022,Turkey,
12,2022,United Arab Emirates,13.89
12,2022,Uzbekistan,
12,2022,Vietnam,23.15
12,2022,Yemen,5.56
